
SetupTitle, Gate Sweep Ext
PrimitiveTest, I/V Sweep
DataValue, 55, 1.3593999999999999E-07, 1.209E-11
DataValue, 55.2, 1.307E-07, 1.0604000000000001E-11
DataValue, 55.4, 1.3862E-07, 1.2192000000000001E-11
DataValue, 55.6, 1.3306E-07, 1.1416E-11
DataValue, 55.800000000000004, 1.4326E-07, 9.922E-12
DataValue, 56, 1.3744E-07, 1.3006000000000002E-11
DataValue, 56.2, 1.3506E-07, 9.602E-12
DataValue, 56.4, 1.4002E-07, 9.8720000000000016E-12
DataValue, 56.6, 1.3556E-07, 8.9840000000000013E-12
DataValue, 56.800000000000004, 1.4039999999999999E-07, 6.124E-12
DataValue, 57, 1.3836E-07, 1.0130000000000002E-11
DataValue, 57.2, 1.353E-07, 1.2094E-11
DataValue, 57.4, 1.3144E-07, 7.2160000000000008E-12
DataValue, 57.6, 1.362E-07, 4.856E-12
DataValue, 57.800000000000004, 1.368E-07, 9.388E-12
DataValue, 58, 1.423E-07, 8.976E-12
DataValue, 58.2, 1.3565999999999999E-07, 1.1378000000000001E-11
DataValue, 58.4, 1.434E-07, 1.2948000000000002E-11
DataValue, 58.6, 1.4347999999999999E-07, 1.3822000000000002E-11
DataValue, 58.800000000000004, 1.4918E-07, 6.326E-12
DataValue, 59, 1.3758E-07, 1.0442000000000001E-11
DataValue, 59.2, 1.43E-07, 1.2122E-11
DataValue, 59.4, 1.4137999999999999E-07, 1.2856000000000001E-11
DataValue, 59.6, 1.4518E-07, 1.019E-11
DataValue, 59.800000000000004, 1.4364E-07, 9.0960000000000008E-12
DataValue, 60, 1.3464E-07, 8.0220000000000012E-12
DataValue, 60.2, 1.4254E-07, 8.966E-12
DataValue, 60.4, 1.363E-07, 6.986E-12
DataValue, 60.6, 1.3662E-07, 4.168E-12
DataValue, 60.800000000000004, 1.4108E-07, 6.2560000000000008E-12
DataValue, 61, 1.3546E-07, 1.129E-11
DataValue, 61.2, 1.3682E-07, 8.094E-12
DataValue, 61.4, 1.4095999999999999E-07, 9.4260000000000012E-12
DataValue, 61.6, 1.369E-07, 5.214E-12
DataValue, 61.800000000000004, 1.4008E-07, 7.656E-12
DataValue, 62, 1.3718E-07, 9.9360000000000013E-12
DataValue, 62.2, 1.3888E-07, 6.9240000000000008E-12
DataValue, 62.4, 1.4156E-07, 1.4206000000000002E-11
DataValue, 62.6, 1.4294E-07, 1.1118E-11
DataValue, 62.800000000000004, 1.4277999999999999E-07, 1.4564E-11
DataValue, 63, 1.1992E-07, 1.3822000000000002E-11
DataValue, 63.2, 1.219E-07, 1.1648E-11
DataValue, 63.4, 1.3712E-07, 8.118E-12
DataValue, 63.6, 1.3506E-07, 1.0822E-11
DataValue, 63.800000000000004, 1.4462E-07, 1.2832E-11
DataValue, 64, 1.394E-07, 7.736E-12
DataValue, 64.2, 1.397E-07, 1.0256000000000002E-11
DataValue, 64.4, 1.3551999999999999E-07, 8.888E-12
DataValue, 64.6, 1.3718E-07, 1.2202000000000002E-11
DataValue, 64.8, 1.4104E-07, 3.284E-12
DataValue, 65, 1.3904E-07, 7.756E-12
DataValue, 65.2, 1.3704E-07, 7.572E-12
DataValue, 65.4, 1.392E-07, 1.148E-11
DataValue, 65.6, 1.3718E-07, 4.468E-12
DataValue, 65.8, 1.35E-07, 8.6700000000000008E-12
DataValue, 66, 1.3634E-07, 8.294E-12
DataValue, 66.2, 1.37E-07, 1.198E-11
DataValue, 66.4, 1.3908E-07, 1.2382000000000001E-11
DataValue, 66.6, 1.4504E-07, 1.199E-11
DataValue, 66.8, 1.4174E-07, 1.0224E-11
DataValue, 67, 1.3872E-07, 7.8540000000000011E-12
DataValue, 67.2, 1.4248E-07, 1.2270000000000002E-11
DataValue, 67.4, 1.3968E-07, 1.2270000000000002E-11
DataValue, 67.6, 1.3626E-07, 7.1380000000000005E-12
DataValue, 67.8, 1.3736E-07, 9.818E-12
DataValue, 68, 1.4332E-07, 1.3964000000000002E-11
DataValue, 68.2, 1.4102E-07, 8.486E-12
DataValue, 68.4, 1.4132E-07, 8.124E-12
DataValue, 68.600000000000009, 1.398E-07, 7.2000000000000008E-12
DataValue, 68.8, 1.4512E-07, 4.276E-12
DataValue, 69, 1.4462E-07, 8.7960000000000009E-12
DataValue, 69.2, 1.3124E-07, 1.036E-11
DataValue, 69.4, 1.384E-07, 6.1860000000000005E-12
DataValue, 69.600000000000009, 1.3824E-07, 1.3708000000000001E-11
DataValue, 69.8, 1.3938E-07, 9.392E-12
DataValue, 70, 1.4336E-07, 1.0850000000000002E-11
DataValue, 70.2, 1.5206E-07, 1.1820000000000001E-11
DataValue, 70.4, 1.5958E-07, 3.896E-12
DataValue, 70.600000000000009, 1.597E-07, 7.236E-12
DataValue, 70.8, 1.5166E-07, 1.171E-11
DataValue, 71, 1.5808E-07, 1.5614E-11
DataValue, 71.2, 1.5118E-07, 1.0606E-11
DataValue, 71.4, 1.5832E-07, 1.0142000000000001E-11
DataValue, 71.600000000000009, 1.5631999999999999E-07, 9.66E-12
DataValue, 71.8, 1.5262E-07, 7.7060000000000013E-12
DataValue, 72, 1.5262E-07, 7.836E-12
DataValue, 72.2, 1.5148E-07, 2.2040000000000003E-12
DataValue, 72.4, 1.5148E-07, 7.346E-12
DataValue, 72.600000000000009, 1.5058E-07, 8.576E-12
DataValue, 72.8, 1.4254E-07, 1.1330000000000001E-11
DataValue, 73, 1.5146E-07, 8.8000000000000013E-12
DataValue, 73.2, 1.515E-07, 8.66E-12
DataValue, 73.4, 1.4974E-07, 1.0508E-11
DataValue, 73.600000000000009, 1.4006E-07, 8.1160000000000014E-12
DataValue, 73.8, 1.5946E-07, 9.4580000000000011E-12
DataValue, 74, 1.4877999999999999E-07, 1.3132000000000002E-11
DataValue, 74.2, 1.4356E-07, 1.0374000000000001E-11
DataValue, 74.4, 1.4752E-07, 3.97E-12
DataValue, 74.600000000000009, 1.487E-07, 4.1820000000000006E-12
DataValue, 74.8, 1.5059999999999999E-07, 1.5856000000000002E-11
DataValue, 75, 1.5272E-07, 1.1522E-11
DataValue, 75.2, 1.5286E-07, 1.0546000000000001E-11
DataValue, 75.4, 1.476E-07, 1.2746000000000001E-11
DataValue, 75.600000000000009, 1.4678E-07, 1.0896E-11
DataValue, 75.8, 1.493E-07, 1.5362E-11
DataValue, 76, 1.5436E-07, 1.2938000000000002E-11
DataValue, 76.2, 1.5294E-07, 8.168E-12
DataValue, 76.4, 1.423E-07, 7.65E-12
DataValue, 76.600000000000009, 1.5436E-07, 9.0680000000000013E-12
DataValue, 76.8, 1.4826E-07, 5.2100000000000006E-12
DataValue, 77, 1.489E-07, 7.892E-12
DataValue, 77.2, 1.487E-07, 9.898E-12
DataValue, 77.4, 1.4324E-07, 1.0372000000000001E-11
DataValue, 77.600000000000009, 1.5502E-07, 1.2640000000000001E-11
DataValue, 77.8, 1.5028E-07, 9.992E-12
DataValue, 78, 1.5064E-07, 9.312E-12
DataValue, 78.2, 1.488E-07, 1.611E-11
DataValue, 78.4, 1.3872E-07, 1.3022000000000002E-11
DataValue, 78.600000000000009, 1.4232E-07, 8.794E-12
DataValue, 78.8, 1.3962E-07, 1.5294000000000002E-11
DataValue, 79, 1.43E-07, 8.6700000000000008E-12
DataValue, 79.2, 1.4454E-07, 9.124E-12
DataValue, 79.4, 1.4692E-07, 1.4042000000000002E-11
DataValue, 79.600000000000009, 1.3996E-07, 1.6086E-11
DataValue, 79.8, 1.458E-07, 1.3844000000000001E-11
DataValue, 80, 1.45E-07, 1.0208E-11
